"LLAVEHOG","LLAVEVIV","P2_8","FOLIO","VIV_SEL","HOGAR","EST_DIS","UPM_DIS","FAC_HOG"
"00527041","0052704","01","00527","04","1","045","00521",3216
"00528031","0052803","01","00528","03","1","113","01389",3090
"00529121","0052912","01","00529","12","1","105","01254",2584
"00530021","0053002","02","00530","02","1","113","01393",3021
"00531051","0053105","01","00531","05","1","048","00592",3525
"00532171","0053217","02","00532","17","1","076","00968",7378
"00533021","0053302","01","00533","02","1","018","00203",822
"00534041","0053404","02","00534","04","1","128","01504",2131
"00535061","0053506","02","00535","06","1","135","01585",1797
"00536061","0053606","01","00536","06","1","153","01808",2893
"00537051","0053705","01","00537","05","1","149","01740",2152
"00538031","0053803","03","00538","03","1","048","00562",4673
"00539141","0053914","00","00539","14","1","174","02045",5770
"00540011","0054001","01","00540","01","1","085","01039",12518
"00541051","0054105","02","00541","05","1","043","00485",1975
"00542131","0054213","02","00542","13","1","026","00272",1902
"00543181","0054318","01","00543","18","1","155","01821",1493
"00544101","0054410","01","00544","10","1","021","00225",1029
"00545031","0054503","01","00545","03","1","095","01153",2025
"00546141","0054614","03","00546","14","1","056","00831",4889
"00547021","0054702","02","00547","02","1","132","01541",1625
"00548101","0054810","00","00548","10","1","135","01586",1785
"00549011","0054901","02","00549","01","1","182","02098",2146
"00550111","0055011","01","00550","11","1","154","01814",2660
"00551171","0055117","01","00551","17","1","187","02146",1688
"00552031","0055203","00","00552","03","1","060","00871",7159
"00553111","0055311","01","00553","11","1","178","02084",2239
"00554111","0055411","01","00554","11","1","153","01811",2396
"00555021","0055502","00","00555","02","1","101","01217",1108
"00556141","0055614","01","00556","14","1","008","00062",1927
"00557051","0055705","01","00557","05","1","126","01470",2278
"00558051","0055805","01","00558","05","1","177","02080",10259
"00559021","0055902","01","00559","02","1","169","02001",1021
"00560031","0056003","00","00560","03","1","107","01316",3120
"00561101","0056110","00","00561","10","1","111","01384",3206
"00562141","0056214","01","00562","14","1","159","01842",2431
"00563031","0056303","01","00563","03","1","108","01369",2848
"00564181","0056418","01","00564","18","1","057","00836",4721
"00565141","0056514","01","00565","14","1","090","01116",3460
"00566031","0056603","00","00566","03","1","127","01483",2002
"00567031","0056703","02","00567","03","1","096","01156",1044
"00568011","0056801","01","00568","01","1","133","01564",1797
"00569021","0056902","05","00569","02","1","016","00169",677
"00570011","0057001","01","00570","01","1","046","00549",3082
"00571011","0057101","01","00571","01","1","106","01274",3242
"00572051","0057205","00","00572","05","1","067","00922",1613
"00573041","0057304","01","00573","04","1","018","00206",769
"00574051","0057405","01","00574","05","1","050","00699",3527
"00575061","0057506","04","00575","06","1","088","01109",4626
"00576041","0057604","02","00576","04","1","098","01195",1209
"00577051","0057705","01","00577","05","1","101","01217",1108
"00578021","0057802","00","00578","02","1","107","01303",3279
"00579011","0057901","01","00579","01","1","125","01465",3729
"00580051","0058005","00","00580","05","1","039","00449",4091
"00581031","0058103","02","00581","03","1","163","01925",1824
"00582041","0058204","01","00582","04","1","038","00446",6693
"00583021","0058302","02","00583","02","1","053","00795",1181
"00584041","0058404","01","00584","04","1","098","01190",1362
"00585041","0058504","01","00585","04","1","050","00709",3450
"00586171","0058617","01","00586","17","1","063","00885",2839
"00587051","0058705","01","00587","05","1","140","01655",1467
"00588031","0058803","01","00588","03","1","175","02052",6484
"00589021","0058902","00","00589","02","1","090","01116",3460
"00590081","0059008","02","00590","08","1","077","00970",8757
"00591041","0059104","01","00591","04","1","025","00264",995
"00592051","0059205","01","00592","05","1","160","01848",1343
"00593011","0059301","02","00593","01","1","046","00546",3168
"00594131","0059413","01","00594","13","1","147","01737",2630
"00595021","0059502","00","00595","02","1","011","00132",2860
"00596071","0059607","00","00596","07","1","111","01383",3212
"00597041","0059704","01","00597","04","1","049","00608",4537
"00598021","0059802","01","00598","02","1","024","00260",692
"00599031","0059903","04","00599","03","1","128","01497",2392
"00600121","0060012","01","00600","12","1","135","01586",1785
"00601051","0060105","02","00601","05","1","104","01246",891
"00602051","0060205","01","00602","05","1","015","00155",720
"00603051","0060305","02","00603","05","1","029","00302",1646
"00604091","0060409","01","00604","09","1","021","00226",887
"00605021","0060502","02","00605","02","1","044","00514",2406
"00606011","0060601","01","00606","01","1","108","01348",3345
"00607121","0060712","01","00607","12","1","070","00933",2426
"00608191","0060819","00","00608","19","1","028","00279",1313
"00609011","0060901","01","00609","01","1","048","00594",3319
"00610041","0061004","01","00610","04","1","085","01050",11321
"00611031","0061103","01","00611","03","1","057","00838",3502
"00612011","0061201","01","00612","01","1","024","00255",837
"00613071","0061307","04","00613","07","1","166","01971",658
"00614021","0061402","04","00614","02","1","044","00501",2795
"00615101","0061510","02","00615","10","1","112","01386",3430
"00616101","0061610","00","00616","10","1","155","01818",1651
"00617051","0061705","02","00617","05","1","163","01927",1789
"00618011","0061801","02","00618","01","1","029","00300",1661
"00619191","0061919","02","00619","19","1","117","01411",4824
"00620041","0062004","01","00620","04","1","090","01117",3299
"00621131","0062113","00","00621","13","1","143","01682",2124
"00622021","0062202","00","00622","02","1","126","01475",1858
"00623061","0062306","02","00623","06","1","172","02035",8923
"00624021","0062402","02","00624","02","1","031","00370",1942
"00625071","0062507","02","00625","07","1","094","01148",948
"00626041","0062604","02","00626","04","1","153","01810",2576
"00627121","0062712","01","00627","12","1","039","00448",4578
"00628011","0062801","02","00628","01","1","006","00057",1148
"00629051","0062905","01","00629","05","1","151","01769",2313
"00630031","0063003","04","00630","03","1","032","00391",636
"00631031","0063103","01","00631","03","1","170","02026",917
"00632091","0063209","04","00632","09","1","075","00964",4181
"00633031","0063303","01","00633","03","1","095","01152",3409
"00634041","0063404","02","00634","04","1","183","02118",2076
"00635121","0063512","02","00635","12","1","172","02035",8923
"00636051","0063605","02","00636","05","1","049","00676",1034
"00637011","0063701","03","00637","01","1","122","01459",760
"00638011","0063801","02","00638","01","1","005","00044",882
"00639051","0063905","01","00639","05","1","004","00010",1404
"00640021","0064002","00","00640","02","1","078","00979",9207
"00641021","0064102","01","00641","02","1","108","01342",3404
"00642021","0064202","01","00642","02","1","050","00680",4276
"00643091","0064309","00","00643","09","1","039","00448",4578
"00644181","0064418","02","00644","18","1","052","00769",1449
"00645191","0064519","02","00645","19","1","142","01676",2626
"00646021","0064602","02","00646","02","1","054","00816",1239
"00647021","0064702","03","00647","02","1","119","01416",4593
"00648021","0064802","00","00648","02","1","094","01151",720
"00649021","0064902","01","00649","02","1","014","00148",833
"00650031","0065003","02","00650","03","1","030","00343",1509
"00651051","0065105","01","00651","05","1","098","01195",1209
"00652031","0065203","02","00652","03","1","097","01166",1711
"00653031","0065303","01","00653","03","1","170","02021",1028
"00653032","0065303","01","00653","03","2","170","02021",1028
"00654031","0065403","01","00654","03","1","016","00162",826
"00655171","0065517","01","00655","17","1","037","00444",3822
"00656021","0065602","01","00656","02","1","072","00945",1958
"00657031","0065703","01","00657","03","1","120","01424",5239
"00658051","0065805","00","00658","05","1","005","00042",1088
"00659031","0065903","03","00659","03","1","106","01270",3319
"00660081","0066008","01","00660","08","1","180","02092",2522
"00661191","0066119","02","00661","19","1","057","00838",3502
"00662051","0066205","02","00662","05","1","044","00512",2443
"00663051","0066305","01","00663","05","1","029","00301",1657
"00664011","0066401","02","00664","01","1","097","01164",1770
"00665041","0066504","02","00665","04","1","041","00471",4775
"00666061","0066606","03","00666","06","1","056","00833",4741
"00667181","0066718","01","00667","18","1","111","01378",4169
"00668151","0066815","00","00668","15","1","088","01111",4301
"00669021","0066902","03","00669","02","1","092","01131",4532
"00670191","0067019","00","00670","19","1","089","01112",3110
"00671041","0067104","02","00671","04","1","006","00046",1634
"00672021","0067202","03","00672","02","1","114","01402",3050
"00673011","0067301","02","00673","01","1","091","01122",4192
"00674011","0067401","01","00674","01","1","053","00778",1314
"00675081","0067508","01","00675","08","1","083","01023",11415
"00676101","0067610","01","00676","10","1","148","01739",2513
"00677031","0067703","02","00677","03","1","049","00625",3906
"00678051","0067805","01","00678","05","1","144","01692",2663
"00679011","0067901","02","00679","01","1","046","00542",3385
"00680041","0068004","01","00680","04","1","162","01885",1657
"00681011","0068101","01","00681","01","1","145","01718",2406
"00682011","0068201","02","00682","01","1","097","01171",1518
"00683031","0068303","01","00683","03","1","086","01071",12674
"00684031","0068403","01","00684","03","1","162","01862",1866
"00685021","0068502","03","00685","02","1","098","01192",1313
"00686081","0068608","01","00686","08","1","094","01151",720
"00687051","0068705","00","00687","05","1","155","01823",414
"00688031","0068803","02","00688","03","1","075","00963",13690
"00689171","0068917","01","00689","17","1","052","00772",1285
"00690051","0069005","02","00690","05","1","010","00116",2816
"00691021","0069102","02","00691","02","1","087","01100",11129
"00692171","0069217","01","00692","17","1","042","00481",3354
"00693171","0069317","01","00693","17","1","012","00144",592
"00694191","0069419","00","00694","19","1","173","02040",4785
"00695031","0069503","02","00695","03","1","120","01431",1119
"00696011","0069601","01","00696","01","1","014","00149",796
"00697031","0069703","01","00697","03","1","075","00962",15240
"00698011","0069801","00","00698","01","1","095","01153",2025
"00699051","0069905","01","00699","05","1","139","01645",1196
"00700051","0070005","04","00700","05","1","151","01768",2339
"00701021","0070102","02","00701","02","1","189","02165",991
