LLAVESDE,LLAVEMOD,LLAVEVIV,LLAVEHOG,N_REN,FOLIO,VIV_SEL,HOGAR,EDAD_V,SEXO,NIV,GRA,PAREN,ENT,TLOC,REGION,P3_2,P3_8,P3_10,P3_11A,P3_11B,P3_12,P3_14,P3_5_5,P4_1,P4_3,P4_10,P4_11,P0_1,P0_2,P0_3,P0_4_2,P1_1,P2_8,P6_2_1,P6_2_2,P6_2_3,P6_2_4,P6_2_5,P6_2_6,P6_2_7,P6_2_8,P6_2_9,P8_1,P8_5_1,P8_5_2,P8_5_3,P12_2,P12_3,P12_4,P13_2_1,P13_2_2,P6_3_1,P6_3_2,P6_3_3,P6_3_4,P6_3_5,P6_3_6,P6_3_7,P6_3_8,P6_3_9,P6_4_1,P6_4_2,P6_4_3,P6_4_4,P6_4_5,P6_4_6,P6_4_7,P6_4_8,P6_4_9,delinquent_any,delinquent_count
677919104,677919104,677919,6779191,4,6779,19,1,26,2,3,3,3,1,4,3,6,1,6.0,,,,1,1,2,1,1,2,2,5,1,1,5,3,2,2,2,2,2,2,2,2,2,2,,,,9,9,3,2,2,,,,,,,,,,,,,,,,,,,0,0
678005101,678005101,678005,6780051,1,6780,5,1,68,2,2,6,1,2,1,1,4,7,,,,,1,1,2,1,1,2,2,3,1,1,2,0,1,2,2,2,2,2,2,2,2,2,,,,1,1,3,2,2,1.0,,,,,,,,,1.0,,,,,,,,,1,1
678115101,678115101,678115,6781151,1,6781,15,1,68,1,2,3,1,4,4,6,5,1,4.0,98000.0,4.0,2.0,2,1,2,1,2,2,3,5,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2.0,2.0,2.0,9,9,9,1,2,,,,,,,,,,,,,,,,,,,0,0
678206101,678206101,678206,6782061,1,6782,6,1,59,1,6,3,1,5,4,2,5,1,1.0,1500.0,1.0,2.0,1,2,2,2,2,2,2,4,2,1,6,2,2,1,2,2,2,2,2,2,2,2,,,,9,9,3,1,1,,1.0,,,,,,,,,1.0,,,,,,,,1,1
678313101,678313101,678313,6783131,1,6783,13,1,54,1,2,3,1,30,4,5,5,1,2.0,1000.0,1.0,2.0,2,1,2,2,1,1,2,4,1,2,5,2,2,2,2,2,2,2,2,2,2,2,,,,1,9,3,1,2,,,,,,,,,,,,,,,,,,,0,0
678409102,678409102,678409,6784091,2,6784,9,1,43,2,6,1,2,24,2,2,5,7,5.0,150.0,3.0,2.0,1,2,1,1,3,2,2,4,1,1,4,2,1,2,2,2,2,2,2,2,2,2,,,,1,2,3,2,1,2.0,,,,,,,,,,,,,,,,,,0,0
678519101,678519101,678519,6785191,1,6785,19,1,38,1,2,6,1,13,3,5,2,1,1.0,1800.0,1.0,1.0,1,1,1,1,4,2,2,3,1,2,2,1,2,2,2,2,2,2,2,2,2,2,,,,9,2,3,2,1,,,,,,,,,,,,,,,,,,,0,0
678605103,678605103,678605,6786051,3,6786,5,1,31,2,8,5,3,24,1,2,2,1,1.0,5000.0,2.0,1.0,1,2,2,2,2,2,3,5,2,1,4,2,1,1,2,2,2,2,2,2,2,2,,,,2,2,3,2,2,1.0,1.0,,,,,,,,2.0,1.0,,,,,,,,1,2
678705102,678705102,678705,6787051,2,6787,5,1,30,2,2,6,2,20,3,6,1,7,,,,,2,1,2,2,1,2,1,2,0,2,7,1,2,2,2,2,2,2,2,2,2,2,,,,9,9,3,2,2,,,,,,,,,,,,,,,,,,,0,0
678802101,678802101,678802,6788021,1,6788,2,1,30,2,3,3,1,26,1,1,2,1,1.0,3300.0,1.0,1.0,1,1,2,1,2,2,2,3,1,1,4,1,2,1,2,1,2,2,2,2,2,2,,,,1,2,3,2,1,,2.0,,2.0,,,,,,,,,,,,,,,0,0
678902101,678902101,678902,6789021,1,6789,2,1,61,1,3,3,1,19,1,2,5,9,,,,,1,1,2,2,1,2,2,4,1,1,2,0,2,2,2,2,2,2,2,2,2,2,,,,1,2,2,1,1,,,,,,,,,,,,,,,,,,,0,0
679003102,679003102,679003,6790031,2,6790,3,1,51,1,9,2,2,9,1,4,1,1,1.0,25000.0,3.0,1.0,1,1,1,2,5,2,1,3,2,1,2,2,1,1,2,2,2,2,2,2,2,1,1.0,2.0,1.0,1,2,3,1,1,2.0,2.0,,,,,,,,,,,,,,,,,0,0
679102101,679102101,679102,6791021,1,6791,2,1,48,1,3,3,1,22,1,3,5,1,1.0,5000.0,2.0,2.0,1,1,2,2,3,2,3,3,1,1,6,5,1,1,2,2,2,2,2,2,2,1,2.0,1.0,2.0,2,1,3,2,1,1.0,2.0,,,,,,,,1.0,,,,,,,,,1,1
679205101,679205101,679205,6792051,1,6792,5,1,28,2,8,5,1,23,1,6,2,1,1.0,13000.0,3.0,1.0,1,1,1,2,2,2,2,4,1,1,1,1,2,1,2,2,2,2,2,1,2,1,2.0,1.0,1.0,1,1,3,2,1,,2.0,,,,,,2.0,,,,,,,,,,,0,0
679301103,679301103,679301,6793011,3,6793,1,1,26,1,2,6,2,30,1,5,1,1,1.0,1800.0,1.0,1.0,1,1,2,1,2,2,2,3,1,1,4,1,1,2,2,2,2,2,2,2,2,2,,,,9,1,3,2,2,2.0,,,,,,,,,,,,,,,,,,0,0
679402101,679402101,679402,6794021,1,6794,2,1,51,2,6,3,1,5,1,2,4,7,5.0,500.0,1.0,2.0,1,1,2,1,3,1,2,4,1,1,2,1,1,1,2,2,2,1,2,2,2,2,,,,3,3,3,1,1,1.0,2.0,,,,1.0,,,,2.0,,,,,2.0,,,,1,2
679506101,679506101,679506,6795061,1,6795,6,1,53,1,7,3,1,17,3,5,5,1,4.0,5000.0,1.0,2.0,1,1,1,1,4,2,3,6,2,1,5,2,1,2,2,2,2,2,2,2,2,2,,,,2,1,3,1,1,2.0,,,,,,,,,,,,,,,,,,0,0
679604102,679604102,679604,6796041,2,6796,4,1,42,2,2,6,2,7,4,6,1,7,,,,,1,1,2,1,3,1,2,3,1,2,4,1,2,2,2,2,2,2,2,2,2,2,,,,2,2,3,1,2,,,,,,,,,,,,,,,,,,,0,0
679703101,679703101,679703,6797031,1,6797,3,1,41,2,6,3,1,24,1,2,4,1,5.0,2000.0,1.0,2.0,1,1,2,2,1,2,2,4,1,1,4,1,1,1,2,1,2,2,2,2,2,2,,,,2,3,3,2,2,2.0,2.0,,2.0,,,,,,,,,,,,,,,0,0
679817101,679817101,679817,6798171,1,6798,17,1,77,1,0,0,1,24,2,2,5,9,,,,,2,2,2,2,1,2,4,5,1,2,2,0,2,2,2,2,2,2,2,2,2,2,,,,9,9,3,1,2,,,,,,,,,,,,,,,,,,,0,0
679903101,679903101,679903,6799031,1,6799,3,1,29,1,6,2,1,26,1,1,1,1,1.0,8000.0,2.0,1.0,1,1,2,1,9,2,2,3,1,1,3,2,2,1,1,2,2,2,2,2,2,1,2.0,2.0,2.0,9,9,1,2,2,,2.0,2.0,,,,,,,,,,,,,,,,0,0
680004101,680004101,680004,6800041,1,6800,4,1,85,2,5,3,1,21,1,5,4,5,,,,,1,2,2,1,9,2,3,5,2,1,4,1,2,2,2,2,2,2,2,2,2,1,1.0,2.0,2.0,9,1,2,1,2,,,,,,,,,,,,,,,,,,,0,0
680118102,680118102,680118,6801181,2,6801,18,1,52,2,0,0,2,16,4,3,5,1,5.0,1200.0,1.0,2.0,2,1,1,1,4,2,3,4,1,1,7,1,2,2,2,2,2,2,2,2,2,2,,,,9,9,2,1,2,,,,,,,,,,,,,,,,,,,0,0
680118204,680118204,680118,6801182,4,6801,18,2,31,2,3,3,2,16,4,3,1,1,5.0,1600.0,1.0,2.0,1,1,1,1,2,2,3,4,1,1,7,2,1,1,2,2,2,2,2,2,2,2,,,,3,2,3,2,2,2.0,2.0,,,,,,,,,,,,,,,,,0,0
680214102,680214102,680214,6802141,2,6802,14,1,50,2,3,3,2,1,4,3,5,7,,,,,1,1,2,1,1,2,2,3,1,1,4,2,2,2,2,2,2,2,2,2,2,2,,,,9,9,3,2,2,,,,,,,,,,,,,,,,,,,0,0
680304103,680304103,680304,6803041,3,6803,4,1,29,2,8,3,3,12,1,6,6,1,1.0,4500.0,2.0,1.0,1,2,2,2,2,1,2,2,3,1,3,3,2,2,2,2,2,2,2,2,2,2,,,,3,1,3,2,2,,,,,,,,,,,,,,,,,,,0,0
680403101,680403101,680403,6804031,1,6804,3,1,67,1,2,6,1,19,1,2,3,1,5.0,4500.0,1.0,1.0,1,1,2,1,3,2,2,3,1,1,1,1,2,2,2,2,2,2,2,2,2,2,,,,2,1,3,1,2,,,,,,,,,,,,,,,,,,,0,0
680505104,680505104,680505,6805051,4,6805,5,1,24,2,3,3,4,19,1,2,6,3,,,,,1,1,2,2,1,2,3,6,1,1,8,3,2,1,2,2,2,2,2,2,2,1,1.0,2.0,2.0,1,1,3,2,2,,2.0,,,,,,,,,,,,,,,,,0,0
680602103,680602103,680602,6806021,3,6806,2,1,39,1,8,5,3,19,1,2,6,1,1.0,99888.0,,,1,1,2,2,2,2,2,5,1,1,3,1,2,2,2,2,2,2,2,2,2,2,,,,9,9,3,2,2,,,,,,,,,,,,,,,,,,,0,0
680702101,680702101,680702,6807021,1,6807,2,1,72,2,2,1,1,26,1,1,4,7,,,,,2,2,2,1,1,2,2,3,1,2,1,0,2,2,2,2,2,2,2,2,2,2,,,,9,9,9,1,2,,,,,,,,,,,,,,,,,,,0,0
680801101,680801101,680801,6808011,1,6808,1,1,39,2,8,5,1,2,1,1,3,1,1.0,25000.0,3.0,1.0,1,1,1,2,1,2,3,5,2,1,3,1,2,2,2,2,2,1,2,2,2,1,1.0,2.0,1.0,2,1,3,1,1,,,,,,2.0,,,,,,,,,,,,,0,0
680913101,680913101,680913,6809131,1,6809,13,1,39,1,0,0,1,15,4,5,5,1,3.0,2200.0,1.0,2.0,1,1,2,2,1,2,2,3,0,2,3,1,2,2,2,2,2,2,2,2,2,2,,,,2,1,3,1,2,,,,,,,,,,,,,,,,,,,0,0
681004101,681004101,681004,6810041,1,6810,4,1,55,2,10,2,1,21,1,5,5,1,1.0,99888.0,,,2,2,2,2,1,2,3,11,3,1,4,3,1,2,2,2,2,2,2,2,2,2,,,,2,1,3,2,2,2.0,,,,,,,,,,,,,,,,,,0,0
681101102,681101102,681101,6811011,2,6811,1,1,55,2,3,2,2,1,1,3,5,1,5.0,1500.0,1.0,2.0,1,1,2,1,2,2,3,4,2,1,6,3,2,2,2,2,2,2,2,2,2,2,,,,8,2,2,1,1,,,,,,,,,,,,,,,,,,,0,0
681204102,681204102,681204,6812041,2,6812,4,1,19,2,2,6,3,8,1,1,6,1,5.0,700.0,1.0,2.0,2,1,2,2,1,1,2,2,0,2,3,2,1,2,2,2,2,2,2,2,2,2,,,,1,1,3,2,2,1.0,,,,,,,,,2.0,,,,,,,,,1,1
681301102,681301102,681301,6813011,2,6813,1,1,72,2,2,6,2,8,1,1,5,5,,,,,2,1,2,2,4,2,3,5,1,1,2,0,2,2,2,2,2,2,2,2,2,2,,,,9,1,3,1,2,,,,,,,,,,,,,,,,,,,0,0
681404101,681404101,681404,6814041,1,6814,4,1,36,1,6,3,1,9,1,4,1,1,1.0,15000.0,3.0,1.0,1,1,2,1,3,2,1,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,,,,2,1,3,2,2,,,,,,,,,,,,,,,,,,,0,0
681504101,681504101,681504,6815041,1,6815,4,1,62,2,8,4,1,10,1,1,4,5,,,,,2,3,1,2,1,1,3,4,1,1,5,1,2,2,2,2,2,2,2,2,2,2,,,,9,3,3,1,2,,,,,,,,,,,,,,,,,,,0,0
681605101,681605101,681605,6816051,1,6816,5,1,45,2,8,3,1,4,1,6,2,1,4.0,8000.0,3.0,2.0,1,1,1,2,2,1,2,5,1,1,2,1,2,2,2,2,2,2,2,2,2,2,,,,1,1,3,2,2,,,,,,,,,,,,,,,,,,,0,0
681701103,681701103,681701,6817011,3,6817,1,1,32,2,6,3,5,20,4,6,1,1,5.0,800.0,1.0,2.0,1,1,2,1,3,2,3,4,1,1,4,1,2,2,2,2,2,2,2,2,2,2,,,,2,2,2,2,2,,,,,,,,,,,,,,,,,,,0,0
681805101,681805101,681805,6818051,1,6818,5,1,40,1,8,4,1,14,1,3,6,1,1.0,99888.0,,,1,1,1,1,5,2,3,6,2,1,1,1,2,1,2,2,1,2,2,2,2,1,1.0,1.0,1.0,2,2,3,1,1,,2.0,,,2.0,,,,,,,,,,,,,,0,0
681914102,681914102,681914,6819141,2,6819,14,1,30,2,3,3,2,13,4,5,1,7,,,,,1,1,2,2,3,2,3,4,1,1,4,1,2,2,2,2,2,2,2,2,2,2,,,,2,3,3,2,2,,,,,,,,,,,,,,,,,,,0,0
682004102,682004102,682004,6820041,2,6820,4,1,39,2,8,4,3,17,2,5,6,1,1.0,2500.0,1.0,1.0,1,1,1,1,3,2,2,4,1,1,2,2,1,2,2,2,2,2,2,2,2,1,1.0,2.0,1.0,1,1,1,2,1,1.0,,,,,,,,,2.0,,,,,,,,,1,1
682102101,682102101,682102,6821021,1,6821,2,1,54,2,3,3,1,5,1,2,2,1,1.0,2500.0,1.0,2.0,1,1,2,1,5,2,3,5,1,1,3,1,2,2,2,2,2,2,2,2,2,2,,,,2,9,2,2,2,,,,,,,,,,,,,,,,,,,0,0
682201102,682201102,682201,6822011,2,6822,1,1,62,2,3,3,2,29,3,5,5,7,,,,,2,1,2,1,1,2,2,3,0,2,2,1,2,2,2,2,2,2,2,2,2,2,,,,3,1,2,1,2,,,,,,,,,,,,,,,,,,,0,0
682301101,682301101,682301,6823011,1,6823,1,1,66,1,2,3,1,18,3,3,4,1,5.0,500.0,1.0,2.0,2,1,1,1,3,2,3,5,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1.0,2.0,2.0,8,8,3,1,1,,,,,,,,,,,,,,,,,,,0,0
682401101,682401101,682401,6824011,1,6824,1,1,37,2,3,3,1,26,1,1,2,1,5.0,600.0,1.0,2.0,1,1,1,2,1,1,2,4,1,1,4,1,1,1,2,2,2,2,2,2,2,2,,,,2,1,3,1,1,1.0,1.0,,,,,,,,1.0,2.0,,,,,,,,1,2
682507101,682507101,682507,6825071,1,6825,7,1,58,1,6,3,1,13,2,5,6,1,1.0,7500.0,2.0,1.0,1,1,2,1,5,2,1,4,1,2,1,1,2,2,2,2,2,2,2,2,2,2,,,,2,2,3,1,1,,,,,,,,,,,,,,,,,,,0,0
682605101,682605101,682605,6826051,1,6826,5,1,52,2,3,3,1,3,1,1,2,7,,,,,1,1,1,2,1,2,3,4,2,1,7,4,1,2,2,2,2,2,2,2,2,2,,,,9,1,3,1,2,2.0,,,,,,,,,,,,,,,,,,0,0
682706101,682706101,682706,6827061,1,6827,6,1,60,2,3,3,1,24,4,2,5,7,5.0,0.0,,,2,1,2,1,1,2,2,4,0,2,2,1,2,2,2,2,2,2,2,2,2,2,,,,9,9,9,1,2,,,,,,,,,,,,,,,,,,,0,0
682803102,682803102,682803,6828031,2,6828,3,1,24,1,6,3,5,5,1,2,6,1,1.0,2800.0,1.0,2.0,1,1,2,1,3,2,2,3,1,1,2,2,1,2,2,2,2,2,2,2,2,2,,,,2,2,3,2,1,2.0,,,,,,,,,,,,,,,,,,0,0
682902101,682902101,682902,6829021,1,6829,2,1,65,2,4,3,1,9,1,4,6,7,,,,,1,1,2,2,1,2,3,5,2,1,4,0,1,2,2,2,2,2,2,2,2,2,,,,1,3,3,2,2,2.0,,,,,,,,,,,,,,,,,,0,0
682902201,682902201,682902,6829022,1,6829,2,2,44,2,6,3,1,9,1,4,5,1,4.0,10000.0,3.0,2.0,1,1,2,2,2,2,3,5,2,1,4,2,2,2,2,2,2,2,2,2,2,2,,,,2,1,3,2,2,,,,,,,,,,,,,,,,,,,0,0
683003101,683003101,683003,6830031,1,6830,3,1,64,1,8,1,1,15,1,5,1,1,5.0,10000.0,3.0,2.0,1,1,2,1,3,2,1,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,,,,2,1,3,1,2,,,,,,,,,,,,,,,,,,,0,0
683103103,683103103,683103,6831031,3,6831,3,1,24,2,8,4,3,11,1,3,6,1,1.0,27000.0,3.0,1.0,1,1,1,1,5,2,3,4,2,1,4,3,1,1,2,2,2,2,2,2,2,1,1.0,1.0,1.0,2,2,3,2,2,2.0,2.0,,,,,,,,,,,,,,,,,0,0
683201102,683201102,683201,6832011,2,6832,1,1,47,2,8,4,2,28,1,2,5,7,,,,,1,1,2,2,9,2,2,4,1,1,6,1,2,2,2,2,2,2,1,2,2,2,,,,1,1,3,2,1,,,,,,,2.0,,,,,,,,,,,,0,0
683301102,683301102,683301,6833011,2,6833,1,1,76,1,2,6,5,19,1,2,6,5,1.0,235.0,1.0,1.0,1,1,2,1,8,2,1,3,1,2,2,1,2,2,2,2,2,2,2,2,2,2,,,,2,2,3,2,2,,,,,,,,,,,,,,,,,,,0,0
683402101,683402101,683402,6834021,1,6834,2,1,38,1,6,3,1,3,1,1,5,1,1.0,10000.0,2.0,1.0,2,1,1,1,1,2,2,3,2,1,4,0,2,2,1,1,2,2,2,2,2,2,,,,1,1,3,2,2,,,1.0,1.0,,,,,,,,1.0,2.0,,,,,,1,2
683503103,683503103,683503,6835031,3,6835,3,1,88,2,0,0,5,9,1,4,4,9,,,,,2,2,2,1,2,2,2,4,1,1,3,1,2,2,2,2,2,2,2,2,2,2,,,,9,9,9,1,2,,,,,,,,,,,,,,,,,,,0,0
683605101,683605101,683605,6836051,1,6836,5,1,53,1,3,2,1,20,1,6,5,1,1.0,2000.0,1.0,1.0,1,1,2,2,3,2,1,2,0,2,4,2,2,2,2,1,2,1,2,2,2,1,2.0,1.0,2.0,2,1,3,1,2,,,,2.0,,2.0,,,,,,,,,,,,,0,0
683703101,683703101,683703,6837031,1,6837,3,1,44,1,6,3,1,28,1,2,2,1,1.0,3500.0,1.0,1.0,1,1,2,2,2,2,1,3,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1.0,2.0,2.0,1,1,3,2,2,,,,,,,,,,,,,,,,,,,0,0
683805101,683805101,683805,6838051,1,6838,5,1,46,2,2,6,1,2,1,1,2,1,1.0,2200.0,1.0,1.0,1,1,2,1,3,2,1,3,1,1,4,1,1,1,2,1,2,1,2,2,2,2,,,,2,2,3,1,1,2.0,2.0,,2.0,,2.0,,,,,,,,,,,,,0,0
683902101,683902101,683902,6839021,1,6839,2,1,33,1,3,3,1,5,1,2,1,1,1.0,2800.0,1.0,1.0,1,1,2,1,5,2,3,4,2,1,5,2,2,2,1,2,2,1,2,2,2,2,,,,2,1,3,1,1,,,2.0,,,2.0,,,,,,,,,,,,,0,0
684003102,684003102,684003,6840031,2,6840,3,1,57,2,0,0,2,11,4,3,5,7,,,,,2,1,2,1,1,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,,,,9,9,3,2,2,,,,,,,,,,,,,,,,,,,0,0
684103101,684103101,684103,6841031,1,6841,3,1,53,1,3,1,1,29,2,5,5,1,5.0,1800.0,1.0,2.0,1,1,1,2,2,2,2,2,2,1,4,1,2,2,2,2,2,2,2,2,2,2,,,,1,2,3,1,2,,,,,,,,,,,,,,,,,,,0,0
684214101,684214101,684214,6842141,1,6842,14,1,35,2,3,3,1,32,4,3,5,7,,,,,1,1,2,1,1,2,2,3,1,2,4,0,2,2,2,2,2,2,2,2,2,2,,,,9,1,2,2,2,,,,,,,,,,,,,,,,,,,0,0
684302101,684302101,684302,6843021,1,6843,2,1,64,1,6,3,1,1,2,3,2,5,4.0,2500.0,1.0,2.0,1,1,2,1,1,2,1,3,2,2,1,1,2,2,2,2,2,2,2,2,2,2,,,,2,2,3,1,2,,,,,,,,,,,,,,,,,,,0,0
684402101,684402101,684402,6844021,1,6844,2,1,49,1,2,6,1,13,3,5,1,1,1.0,2000.0,1.0,2.0,1,1,2,2,1,2,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,,,,9,1,3,2,2,,,,,,,,,,,,,,,,,,,0,0
684504102,684504102,684504,6845041,2,6845,4,1,36,2,8,3,2,8,1,1,5,1,5.0,1800.0,1.0,2.0,1,1,2,2,3,2,2,4,1,1,3,2,2,2,2,2,2,2,2,2,2,2,,,,2,2,3,2,2,,,,,,,,,,,,,,,,,,,0,0
684604101,684604101,684604,6846041,1,6846,4,1,69,1,2,3,1,9,1,4,5,1,5.0,600.0,1.0,2.0,2,2,2,1,1,2,3,4,1,2,2,0,2,2,2,2,2,2,2,2,2,2,,,,9,9,2,1,2,,,,,,,,,,,,,,,,,,,0,0
684704101,684704101,684704,6847041,1,6847,4,1,48,1,2,3,1,16,1,3,2,1,5.0,2000.0,1.0,2.0,1,1,2,1,2,2,2,3,1,1,1,1,2,2,2,2,2,2,2,2,2,2,,,,9,2,3,2,1,,,,,,,,,,,,,,,,,,,0,0
684805103,684805103,684805,6848051,3,6848,5,1,26,1,8,3,3,28,1,2,6,1,1.0,7000.0,3.0,1.0,1,1,1,1,3,2,3,6,2,1,3,1,2,1,2,2,2,2,2,2,2,2,,,,1,2,3,2,2,,2.0,,,,,,,,,,,,,,,,,0,0
684902102,684902102,684902,6849021,2,6849,2,1,44,2,10,2,5,9,1,4,6,1,1.0,40000.0,3.0,1.0,1,1,1,1,5,2,2,6,2,1,2,2,1,1,2,2,2,1,2,2,2,1,1.0,1.0,1.0,2,1,3,1,1,2.0,2.0,,,,2.0,,,,,,,,,,,,,0,0
685003101,685003101,685003,6850031,1,6850,3,1,29,1,8,4,1,2,1,1,6,1,5.0,12000.0,3.0,1.0,1,1,1,1,2,2,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2.0,2.0,1.0,2,1,3,2,1,,,,,,,,,,,,,,,,,,,0,0
685103102,685103102,685103,6851031,2,6851,3,1,33,2,6,3,2,28,1,2,1,1,1.0,1600.0,1.0,1.0,1,1,2,2,1,2,2,4,1,1,2,2,1,1,2,2,2,2,2,2,2,2,,,,1,2,3,2,2,2.0,2.0,,,,,,,,,,,,,,,,,0,0
685202101,685202101,685202,6852021,1,6852,2,1,38,1,8,4,1,28,3,2,5,1,3.0,4000.0,2.0,2.0,1,1,2,2,3,2,2,3,1,1,5,2,1,2,2,2,2,2,2,2,2,1,1.0,2.0,2.0,9,9,3,2,2,2.0,,,,,,,,,,,,,,,,,,0,0
685305101,685305101,685305,6853051,1,6853,5,1,51,2,3,3,1,13,2,5,2,7,,,,,1,1,2,2,1,2,2,3,1,1,2,1,1,2,2,2,2,2,2,2,2,2,,,,9,9,3,2,2,2.0,,,,,,,,,,,,,,,,,,0,0
685408104,685408104,685408,6854081,4,6854,8,1,18,2,3,3,3,2,2,1,6,6,5.0,1500.0,1.0,2.0,1,1,2,2,1,2,3,4,1,1,4,2,2,2,2,2,2,2,2,2,2,2,,,,2,3,3,2,2,,,,,,,,,,,,,,,,,,,0,0
685503102,685503102,685503,6855031,2,6855,3,1,37,2,8,4,2,26,1,1,5,1,1.0,12000.0,3.0,2.0,1,1,2,1,3,2,2,3,1,1,3,2,2,2,2,2,2,2,2,2,2,2,,,,9,1,3,2,2,,,,,,,,,,,,,,,,,,,0,0
685607101,685607101,685607,6856071,1,6856,7,1,42,1,2,6,1,18,4,3,5,1,2.0,99888.0,,,2,1,2,2,1,1,4,5,1,2,6,4,2,2,2,2,2,2,2,2,2,2,,,,9,9,9,1,1,,,,,,,,,,,,,,,,,,,0,0
685715101,685715101,685715,6857151,1,6857,15,1,51,2,3,3,1,24,4,2,3,9,,,,,1,1,2,1,1,2,2,3,1,1,1,0,2,2,2,2,2,2,2,2,2,2,,,,1,1,1,1,2,,,,,,,,,,,,,,,,,,,0,0
685801102,685801102,685801,6858011,2,6858,1,1,61,2,3,3,2,28,1,2,5,7,,,,,1,1,2,1,5,2,4,6,2,1,2,1,1,1,2,2,2,2,2,2,2,1,1.0,2.0,2.0,2,2,3,1,1,1.0,1.0,,,,,,,,2.0,1.0,,,,,,,,1,2
685901101,685901101,685901,6859011,1,6859,1,1,69,2,2,6,1,12,1,6,4,1,5.0,1500.0,1.0,2.0,2,1,2,1,2,1,2,5,2,1,5,3,2,2,2,2,2,2,2,2,2,2,,,,9,9,9,2,2,,,,,,,,,,,,,,,,,,,0,0
686017102,686017102,686017,6860171,2,6860,17,1,52,2,2,3,2,7,3,6,5,7,,,,,2,1,2,2,1,2,1,2,0,2,6,0,2,2,2,2,2,2,2,2,2,1,1.0,2.0,2.0,3,2,3,1,2,,,,,,,,,,,,,,,,,,,0,0
686017201,686017201,686017,6860172,1,6860,17,2,26,1,2,6,1,7,3,6,1,3,2.0,8000.0,4.0,2.0,2,1,2,2,3,2,1,2,0,2,6,0,2,2,2,2,2,2,2,2,2,1,1.0,2.0,2.0,2,2,1,1,2,,,,,,,,,,,,,,,,,,,0,0
686103101,686103101,686103,6861031,1,6861,3,1,52,2,7,3,1,5,1,2,3,1,1.0,3900.0,1.0,1.0,1,1,2,1,3,2,2,5,2,1,2,2,1,2,1,1,2,2,2,1,2,1,2.0,2.0,1.0,2,1,3,1,1,2.0,,2.0,2.0,,,,2.0,,,,,,,,,,,0,0
686214101,686214101,686214,6862141,1,6862,14,1,40,1,3,3,1,26,2,1,5,1,1.0,2600.0,1.0,2.0,1,1,2,1,1,2,4,6,1,1,5,2,1,1,2,1,2,2,2,2,2,2,,,,9,1,3,2,1,2.0,2.0,,2.0,,,,,,,,,,,,,,,0,0
686304102,686304102,686304,6863041,2,6863,4,1,59,2,2,6,2,15,3,5,5,7,,,,,1,1,2,1,2,1,3,7,2,1,7,3,1,2,2,2,2,2,2,2,2,2,,,,9,9,9,2,2,1.0,,,,,,,,,2.0,,,,,,,,,1,1
686401102,686401102,686401,6864011,2,6864,1,1,25,2,6,3,3,17,1,5,1,1,1.0,2000.0,1.0,1.0,1,1,1,1,4,2,3,5,1,1,4,1,2,1,1,1,2,2,2,2,2,1,1.0,2.0,2.0,2,2,3,2,2,,1.0,1.0,1.0,,,,,,,1.0,2.0,1.0,,,,,,1,3
686511103,686511103,686511,6865111,3,6865,11,1,29,1,3,2,3,31,2,6,1,1,4.0,2000.0,1.0,2.0,1,1,2,1,3,1,4,6,2,1,3,2,2,2,2,2,2,2,2,2,2,2,,,,2,2,3,2,2,,,,,,,,,,,,,,,,,,,0,0
686602103,686602103,686602,6866021,3,6866,2,1,23,1,6,3,5,20,1,6,6,9,,,,,1,1,2,1,2,2,3,4,2,1,3,2,1,2,2,2,2,2,2,2,2,2,,,,2,3,3,2,1,1.0,,,,,,,,,2.0,,,,,,,,,1,1
686719102,686719102,686719,6867191,2,6867,19,1,22,2,3,3,2,17,4,5,1,1,1.0,900.0,1.0,1.0,2,1,2,1,5,2,3,4,1,2,4,2,2,2,2,2,2,2,1,2,2,2,,,,9,1,3,2,2,,,,,,,2.0,,,,,,,,,,,,0,0
686801101,686801101,686801,6868011,1,6868,1,1,60,2,2,6,1,12,3,6,4,8,,,,,2,3,2,2,1,2,1,1,0,1,1,0,2,2,2,2,2,2,2,2,2,2,,,,9,9,9,2,2,,,,,,,,,,,,,,,,,,,0,0
686901101,686901101,686901,6869011,1,6869,1,1,27,1,8,5,1,19,1,2,6,1,1.0,3000.0,1.0,1.0,1,1,2,1,3,2,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,,,,1,1,3,2,2,,2.0,,,,,,,,,,,,,,,,,0,0
687002102,687002102,687002,6870021,2,6870,2,1,57,1,3,3,3,26,1,1,6,1,1.0,2600.0,1.0,1.0,2,1,1,1,1,2,3,5,1,1,2,1,2,2,2,2,2,2,2,2,2,2,,,,9,1,1,2,1,,,,,,,,,,,,,,,,,,,0,0
